lead_id,mql_source,bombora_surge_topic,lead_score,campaign_name,lead_status
LEAD-6177,Webinar,IoT Platforms,84,Q2 Innovation,New
LEAD-6178,Direct Mail,CRM Software,98,Q2 Transformation,Nurturing
LEAD-6179,Whitepaper,ERP Integration,36,Q3 Security,Qualified
LEAD-6180,Direct Mail,Payment Processing,16,FY Security,New
LEAD-6181,Whitepaper,Payment Processing,52,FY Growth,Nurturing
LEAD-6182,Direct Mail,AI Automation,39,FY Efficiency,Nurturing
LEAD-6183,Paid Social,Unified Communications,94,Q1 Transformation,Nurturing
LEAD-6184,Direct Mail,Cybersecurity,32,Q3 Security,Nurturing
LEAD-6185,Direct Mail,Network Security,53,Q3 Transformation,Nurturing
LEAD-6186,Whitepaper,Unified Communications,53,Q2 Innovation,Qualified
LEAD-6187,Paid Social,Payment Processing,60,Q4 Transformation,Nurturing
LEAD-6188,Email Campaign,AI Automation,37,Q4 Efficiency,Nurturing
LEAD-6189,Trade Show,Unified Communications,28,Q4 Transformation,Nurturing
LEAD-6190,Email Campaign,ERP Integration,80,Q1 Growth,Nurturing
LEAD-6191,Direct Mail,DevOps Tools,86,Q2 Efficiency,Qualified
LEAD-6192,Email Campaign,Supply Chain Management,74,Q1 Innovation,Qualified
LEAD-6193,Referral,Cloud Migration,29,Q4 Security,Nurturing
LEAD-6194,Whitepaper,Big Data Analytics,34,Q3 Innovation,Working
LEAD-6195,Organic Search,Unified Communications,93,FY Growth,Nurturing
LEAD-6196,Direct Mail,Cloud Migration,48,Q1 Growth,Qualified
LEAD-6197,Whitepaper,Data Privacy,61,Q4 Innovation,Qualified
LEAD-6198,Whitepaper,Data Privacy,73,FY Security,Qualified
LEAD-6199,Organic Search,Data Privacy,25,Q4 Transformation,Nurturing
LEAD-6200,Email Campaign,Fraud Prevention,53,Q1 Security,Working
LEAD-6201,Direct Mail,Data Privacy,57,FY Transformation,Qualified
LEAD-6202,Webinar,Payment Processing,69,Q1 Growth,Working
LEAD-6203,Referral,Payment Processing,12,Q1 Transformation,Qualified
LEAD-6204,Email Campaign,Fraud Prevention,96,Q1 Growth,New
LEAD-6205,Whitepaper,AI Automation,14,Q3 Transformation,Qualified
LEAD-6206,Paid Social,Fraud Prevention,14,Q4 Growth,Qualified
LEAD-6207,Trade Show,Network Security,50,Q3 Growth,New
LEAD-6208,Referral,Supply Chain Management,100,Q1 Efficiency,New
LEAD-6209,Email Campaign,Fraud Prevention,40,FY Security,Qualified
LEAD-6210,Direct Mail,CRM Software,96,Q2 Transformation,Nurturing
LEAD-6211,Organic Search,Big Data Analytics,64,Q4 Growth,Working
LEAD-6212,Email Campaign,Supply Chain Management,96,Q3 Security,Qualified
LEAD-6213,Webinar,AI Automation,17,Q3 Efficiency,Working
LEAD-6214,Trade Show,Network Security,78,Q2 Security,Nurturing
LEAD-6215,Whitepaper,Unified Communications,39,Q3 Security,New
LEAD-6216,Organic Search,Fraud Prevention,10,Q1 Transformation,Nurturing
LEAD-6217,Organic Search,Cloud Migration,87,Q3 Efficiency,Nurturing
LEAD-6218,Trade Show,AI Automation,91,Q2 Efficiency,Working
LEAD-6219,Referral,CRM Software,96,Q2 Transformation,Nurturing
LEAD-6220,Direct Mail,DevOps Tools,82,Q3 Innovation,Qualified
LEAD-6221,Whitepaper,DevOps Tools,44,Q4 Security,New
LEAD-6222,Organic Search,DevOps Tools,95,Q1 Growth,New
LEAD-6223,Direct Mail,Customer Experience,39,Q3 Security,Qualified
LEAD-6224,Email Campaign,Network Security,29,Q3 Transformation,New
LEAD-6225,Trade Show,IoT Platforms,53,Q2 Growth,Qualified
LEAD-6226,Organic Search,Supply Chain Management,70,Q4 Innovation,Nurturing
LEAD-6227,Whitepaper,Cybersecurity,74,FY Efficiency,Qualified
LEAD-6228,Referral,Fraud Prevention,23,Q1 Transformation,Working
LEAD-6229,Trade Show,Unified Communications,31,Q1 Transformation,Nurturing
LEAD-6230,Trade Show,ERP Integration,30,Q3 Transformation,New
LEAD-6231,Whitepaper,Fraud Prevention,72,FY Growth,Working
LEAD-6232,Email Campaign,Big Data Analytics,89,Q2 Efficiency,Qualified
LEAD-6233,Email Campaign,AI Automation,43,FY Growth,Nurturing
LEAD-6234,Referral,Supply Chain Management,57,FY Transformation,Working
LEAD-6235,Trade Show,ERP Integration,97,Q3 Growth,Nurturing
LEAD-6236,Paid Social,Supply Chain Management,19,Q1 Innovation,New
LEAD-6237,Email Campaign,Payment Processing,37,Q3 Transformation,Qualified
LEAD-6238,Organic Search,Network Security,12,FY Security,Nurturing
LEAD-6239,Trade Show,Cloud Migration,36,Q4 Transformation,New
LEAD-6240,Organic Search,AI Automation,64,Q4 Security,Nurturing
LEAD-6241,Whitepaper,Network Security,45,Q4 Growth,New
LEAD-6242,Paid Social,CRM Software,95,Q1 Efficiency,Working
LEAD-6243,Webinar,Payment Processing,43,FY Security,Working
LEAD-6244,Organic Search,Unified Communications,51,Q2 Innovation,New
LEAD-6245,Whitepaper,Payment Processing,33,Q3 Efficiency,Working
LEAD-6246,Organic Search,Supply Chain Management,59,Q1 Growth,Working
LEAD-6247,Webinar,Network Security,71,FY Efficiency,Qualified
LEAD-6248,Paid Social,AI Automation,71,Q1 Security,New
LEAD-6249,Referral,Customer Experience,95,Q4 Growth,Qualified
LEAD-6250,Whitepaper,Network Security,40,FY Efficiency,Qualified
LEAD-6251,Referral,Cybersecurity,87,Q3 Security,New
LEAD-6252,Direct Mail,CRM Software,93,Q4 Growth,New
LEAD-6253,Referral,Cybersecurity,22,Q4 Growth,Working
LEAD-6254,Webinar,Data Privacy,79,Q4 Security,Qualified
LEAD-6255,Webinar,Customer Experience,48,Q1 Innovation,Qualified
LEAD-6256,Organic Search,Cloud Migration,38,FY Security,Working
LEAD-6257,Referral,IoT Platforms,48,FY Growth,Nurturing
LEAD-6258,Referral,Data Privacy,88,Q3 Innovation,Qualified
LEAD-6259,Paid Social,Payment Processing,85,Q4 Efficiency,New
LEAD-6260,Referral,Cloud Migration,51,FY Transformation,Working
LEAD-6261,Webinar,CRM Software,42,Q4 Innovation,New
LEAD-6262,Direct Mail,Customer Experience,11,Q2 Transformation,Nurturing
LEAD-6263,Trade Show,ERP Integration,94,Q1 Innovation,Qualified
LEAD-6264,Webinar,Payment Processing,80,Q1 Transformation,Nurturing
LEAD-6265,Whitepaper,Unified Communications,60,Q4 Transformation,Working
LEAD-6266,Referral,AI Automation,11,Q3 Efficiency,Nurturing
LEAD-6267,Trade Show,Payment Processing,52,Q2 Transformation,New
LEAD-6268,Organic Search,Customer Experience,60,FY Innovation,Working
LEAD-6269,Email Campaign,Cybersecurity,61,Q1 Growth,Working
LEAD-6270,Trade Show,Payment Processing,64,Q4 Innovation,New
LEAD-6271,Direct Mail,ERP Integration,45,Q4 Security,New
LEAD-6272,Trade Show,IoT Platforms,87,Q2 Transformation,Working
LEAD-6273,Email Campaign,Network Security,39,FY Efficiency,Nurturing
LEAD-6274,Organic Search,Customer Experience,89,FY Growth,New
LEAD-6275,Webinar,CRM Software,56,Q3 Efficiency,Working
LEAD-6276,Email Campaign,IoT Platforms,20,Q4 Growth,Nurturing
LEAD-6277,Email Campaign,Supply Chain Management,42,Q3 Transformation,Working
LEAD-6278,Email Campaign,Payment Processing,13,Q2 Growth,New
LEAD-6279,Paid Social,Cloud Migration,21,Q1 Efficiency,Working
LEAD-6280,Organic Search,Payment Processing,83,Q3 Growth,Nurturing
LEAD-6281,Direct Mail,Fraud Prevention,84,Q1 Growth,Working
LEAD-6282,Email Campaign,Big Data Analytics,87,Q3 Efficiency,New
LEAD-6283,Direct Mail,Supply Chain Management,73,Q1 Transformation,Qualified
LEAD-6284,Webinar,Unified Communications,14,Q3 Security,Qualified
LEAD-6285,Direct Mail,Supply Chain Management,17,Q4 Innovation,Nurturing
LEAD-6286,Whitepaper,Cybersecurity,42,FY Transformation,Qualified
LEAD-6287,Webinar,ERP Integration,21,Q3 Transformation,Nurturing
LEAD-6288,Organic Search,Big Data Analytics,91,FY Growth,Nurturing
LEAD-6289,Organic Search,Unified Communications,67,Q3 Transformation,Nurturing
LEAD-6290,Whitepaper,Big Data Analytics,81,Q3 Efficiency,Qualified
LEAD-6291,Direct Mail,AI Automation,95,Q3 Innovation,New
LEAD-6292,Webinar,CRM Software,45,Q2 Transformation,Nurturing
LEAD-6293,Email Campaign,Customer Experience,85,FY Transformation,Qualified
LEAD-6294,Organic Search,IoT Platforms,20,FY Growth,Qualified
LEAD-6295,Organic Search,Cloud Migration,39,Q2 Transformation,Working
LEAD-6296,Paid Social,Fraud Prevention,63,FY Innovation,Qualified
LEAD-6297,Email Campaign,Supply Chain Management,73,Q2 Innovation,Nurturing
LEAD-6298,Whitepaper,Big Data Analytics,10,Q2 Efficiency,Nurturing
LEAD-6299,Webinar,Fraud Prevention,48,FY Transformation,Qualified
LEAD-6300,Organic Search,IoT Platforms,24,Q4 Transformation,New
LEAD-6301,Email Campaign,CRM Software,12,Q3 Growth,Nurturing
LEAD-6302,Trade Show,AI Automation,16,Q3 Efficiency,Nurturing
LEAD-6303,Paid Social,Big Data Analytics,71,Q3 Innovation,New
LEAD-6304,Whitepaper,Payment Processing,16,Q4 Growth,Qualified
LEAD-6305,Referral,Data Privacy,67,Q3 Security,Nurturing
LEAD-6306,Email Campaign,CRM Software,53,Q3 Efficiency,Working
LEAD-6307,Direct Mail,Cybersecurity,31,Q3 Transformation,Working
LEAD-6308,Paid Social,Network Security,53,Q2 Innovation,New
LEAD-6309,Organic Search,Fraud Prevention,11,Q4 Efficiency,Nurturing
LEAD-6310,Referral,Network Security,54,FY Innovation,Qualified
LEAD-6311,Webinar,IoT Platforms,65,Q3 Transformation,Working
LEAD-6312,Referral,Payment Processing,37,Q4 Security,Working
LEAD-6313,Referral,Big Data Analytics,80,Q4 Growth,New
LEAD-6314,Direct Mail,Supply Chain Management,66,Q3 Efficiency,Qualified
LEAD-6315,Email Campaign,AI Automation,15,FY Efficiency,Working
LEAD-6316,Referral,Cybersecurity,58,Q2 Transformation,Qualified
LEAD-6317,Direct Mail,Fraud Prevention,33,FY Innovation,Qualified
LEAD-6318,Whitepaper,Customer Experience,20,Q1 Security,Qualified
LEAD-6319,Organic Search,ERP Integration,25,Q1 Efficiency,Qualified
LEAD-6320,Trade Show,Cybersecurity,94,Q1 Security,Qualified
LEAD-6321,Trade Show,Data Privacy,35,Q2 Growth,Working
LEAD-6322,Organic Search,Customer Experience,40,Q1 Security,Working
LEAD-6323,Organic Search,Fraud Prevention,85,Q2 Transformation,Nurturing
LEAD-6324,Paid Social,CRM Software,12,Q3 Transformation,New
LEAD-6325,Referral,Fraud Prevention,43,FY Transformation,Working
LEAD-6326,Webinar,CRM Software,88,Q3 Security,Working
LEAD-6327,Organic Search,ERP Integration,66,Q4 Transformation,Qualified
LEAD-6328,Email Campaign,Big Data Analytics,27,Q4 Efficiency,Nurturing
LEAD-6329,Whitepaper,Cybersecurity,74,Q3 Growth,Working
LEAD-6330,Direct Mail,DevOps Tools,16,Q1 Security,Qualified
LEAD-6331,Paid Social,Data Privacy,77,Q4 Transformation,Nurturing
LEAD-6332,Paid Social,Network Security,71,FY Efficiency,Nurturing
LEAD-6333,Organic Search,Payment Processing,24,Q4 Innovation,New
LEAD-6334,Paid Social,Cybersecurity,56,Q3 Security,Nurturing
LEAD-6335,Trade Show,Network Security,10,Q3 Growth,Working
LEAD-6336,Direct Mail,CRM Software,48,Q1 Efficiency,Nurturing
LEAD-6337,Email Campaign,Big Data Analytics,13,Q4 Growth,Qualified
LEAD-6338,Direct Mail,Network Security,60,Q1 Growth,Working
LEAD-6339,Webinar,Unified Communications,85,Q1 Efficiency,Working
LEAD-6340,Whitepaper,Unified Communications,19,Q4 Growth,New
LEAD-6341,Whitepaper,Fraud Prevention,51,Q4 Transformation,Qualified
LEAD-6342,Referral,Supply Chain Management,36,Q4 Innovation,Working
LEAD-6343,Direct Mail,Fraud Prevention,77,FY Efficiency,Qualified
LEAD-6344,Trade Show,Supply Chain Management,76,Q4 Growth,Working
LEAD-6345,Whitepaper,Data Privacy,30,Q2 Efficiency,Nurturing
LEAD-6346,Referral,Cybersecurity,83,Q1 Innovation,Qualified
LEAD-6347,Referral,Data Privacy,48,Q1 Innovation,Qualified
LEAD-6348,Webinar,Unified Communications,34,FY Efficiency,Working
LEAD-6349,Webinar,AI Automation,10,Q1 Growth,Nurturing
LEAD-6350,Whitepaper,DevOps Tools,15,Q2 Growth,Qualified
LEAD-6351,Paid Social,ERP Integration,97,Q1 Transformation,Working
LEAD-6352,Webinar,Cybersecurity,97,Q2 Growth,New
LEAD-6353,Whitepaper,DevOps Tools,72,Q3 Security,Nurturing
LEAD-6354,Email Campaign,Data Privacy,18,Q3 Transformation,Nurturing
LEAD-6355,Direct Mail,Fraud Prevention,27,FY Security,New
LEAD-6356,Webinar,IoT Platforms,44,Q3 Transformation,Qualified
LEAD-6357,Trade Show,IoT Platforms,69,Q3 Growth,New
LEAD-6358,Whitepaper,ERP Integration,31,Q3 Transformation,Qualified
LEAD-6359,Paid Social,Data Privacy,31,Q1 Security,Working
LEAD-6360,Referral,Cloud Migration,71,Q4 Transformation,Nurturing
LEAD-6361,Paid Social,DevOps Tools,79,Q2 Security,Working
LEAD-6362,Webinar,Fraud Prevention,57,Q4 Security,Qualified
LEAD-6363,Trade Show,Supply Chain Management,40,FY Transformation,Working
LEAD-6364,Referral,Network Security,100,FY Growth,New
LEAD-6365,Referral,Cloud Migration,21,Q2 Innovation,Nurturing
LEAD-6366,Direct Mail,Fraud Prevention,29,Q2 Transformation,Working
LEAD-6367,Referral,AI Automation,19,Q2 Innovation,Nurturing
LEAD-6368,Whitepaper,Fraud Prevention,91,Q3 Efficiency,New
LEAD-6369,Whitepaper,ERP Integration,15,FY Innovation,New
LEAD-6370,Referral,AI Automation,87,Q4 Growth,Working
LEAD-6371,Webinar,Fraud Prevention,26,Q3 Security,New
LEAD-6372,Trade Show,Cloud Migration,25,Q4 Transformation,Working
LEAD-6373,Email Campaign,Cybersecurity,40,Q2 Transformation,Working
LEAD-6374,Direct Mail,IoT Platforms,10,Q2 Innovation,Working
LEAD-6375,Direct Mail,Fraud Prevention,53,Q4 Security,Working
LEAD-6376,Whitepaper,ERP Integration,78,FY Growth,Nurturing
LEAD-6377,Email Campaign,Big Data Analytics,25,Q1 Transformation,Qualified
LEAD-6378,Organic Search,Big Data Analytics,87,FY Growth,Qualified
LEAD-6379,Whitepaper,Data Privacy,86,Q2 Growth,New
LEAD-6380,Direct Mail,ERP Integration,68,Q2 Efficiency,New
LEAD-6381,Paid Social,Supply Chain Management,33,Q2 Efficiency,Qualified
LEAD-6382,Organic Search,Fraud Prevention,62,Q2 Growth,Qualified
LEAD-6383,Trade Show,ERP Integration,86,Q1 Transformation,Working
LEAD-6384,Whitepaper,Cybersecurity,48,FY Growth,Qualified
LEAD-6385,Direct Mail,Unified Communications,92,Q3 Innovation,Qualified
LEAD-6386,Direct Mail,Cybersecurity,43,Q2 Efficiency,Working
LEAD-6387,Paid Social,Unified Communications,90,Q3 Growth,Nurturing
LEAD-6388,Direct Mail,Network Security,73,Q2 Growth,Qualified
LEAD-6389,Email Campaign,AI Automation,24,Q3 Growth,Qualified
LEAD-6390,Paid Social,Unified Communications,76,FY Security,New
LEAD-6391,Trade Show,Fraud Prevention,83,Q1 Security,Working
LEAD-6392,Paid Social,Supply Chain Management,78,FY Growth,New
LEAD-6393,Paid Social,Cybersecurity,47,Q4 Growth,Qualified
LEAD-6394,Webinar,Customer Experience,13,FY Innovation,New
LEAD-6395,Paid Social,Cloud Migration,86,Q1 Transformation,Qualified
LEAD-6396,Email Campaign,AI Automation,39,Q4 Growth,Qualified
LEAD-6397,Trade Show,Data Privacy,31,Q3 Transformation,Qualified
LEAD-6398,Trade Show,Cybersecurity,56,Q2 Innovation,Working
LEAD-6399,Webinar,Unified Communications,62,Q4 Efficiency,Working
LEAD-6400,Webinar,Fraud Prevention,20,FY Transformation,Nurturing
LEAD-6401,Webinar,Supply Chain Management,22,FY Security,Nurturing
LEAD-6402,Trade Show,AI Automation,40,Q1 Innovation,New
LEAD-6403,Direct Mail,Cybersecurity,33,Q3 Transformation,Nurturing
LEAD-6404,Whitepaper,Data Privacy,72,Q3 Growth,Qualified
LEAD-6405,Webinar,Supply Chain Management,11,FY Growth,New
LEAD-6406,Paid Social,Cybersecurity,88,Q2 Transformation,Working
LEAD-6407,Email Campaign,Fraud Prevention,77,FY Innovation,Nurturing
LEAD-6408,Direct Mail,Big Data Analytics,49,Q2 Growth,Working
LEAD-6409,Organic Search,IoT Platforms,92,FY Efficiency,Nurturing
LEAD-6410,Referral,Customer Experience,63,FY Transformation,Qualified
LEAD-6411,Direct Mail,Big Data Analytics,20,Q3 Security,Working
LEAD-6412,Webinar,Big Data Analytics,31,Q2 Growth,Qualified
LEAD-6413,Trade Show,DevOps Tools,48,Q3 Efficiency,Working
LEAD-6414,Referral,ERP Integration,11,Q1 Security,Working
LEAD-6415,Trade Show,Fraud Prevention,82,Q1 Growth,New
LEAD-6416,Webinar,CRM Software,48,Q3 Efficiency,Qualified
LEAD-6417,Whitepaper,IoT Platforms,92,Q2 Efficiency,Nurturing
LEAD-6418,Trade Show,AI Automation,74,Q4 Growth,Working
LEAD-6419,Email Campaign,ERP Integration,43,FY Security,New
LEAD-6420,Paid Social,Cybersecurity,92,Q2 Transformation,New
LEAD-6421,Referral,Fraud Prevention,73,Q4 Efficiency,Working
LEAD-6422,Webinar,DevOps Tools,65,Q3 Efficiency,Nurturing
LEAD-6423,Paid Social,Fraud Prevention,38,Q4 Efficiency,Working
LEAD-6424,Paid Social,Unified Communications,97,Q4 Innovation,Qualified
LEAD-6425,Webinar,Data Privacy,50,Q2 Security,Working
LEAD-6426,Email Campaign,Cybersecurity,75,Q4 Growth,Working
LEAD-6427,Email Campaign,AI Automation,35,Q2 Transformation,New
LEAD-6428,Organic Search,Unified Communications,12,Q4 Growth,Working
LEAD-6429,Paid Social,ERP Integration,41,FY Growth,Working
LEAD-6430,Webinar,Cybersecurity,39,Q3 Innovation,Nurturing
LEAD-6431,Whitepaper,IoT Platforms,32,Q1 Efficiency,Nurturing
LEAD-6432,Direct Mail,Supply Chain Management,42,Q1 Growth,Nurturing
LEAD-6433,Organic Search,DevOps Tools,68,Q2 Growth,New
LEAD-6434,Organic Search,Unified Communications,54,Q1 Security,Nurturing
LEAD-6435,Whitepaper,CRM Software,16,Q1 Efficiency,Working
LEAD-6436,Trade Show,ERP Integration,22,Q1 Growth,Qualified
LEAD-6437,Whitepaper,ERP Integration,55,Q3 Growth,Qualified
LEAD-6438,Webinar,Big Data Analytics,85,Q2 Innovation,New
LEAD-6439,Paid Social,Cybersecurity,29,FY Growth,Nurturing
LEAD-6440,Email Campaign,CRM Software,49,Q1 Transformation,New
LEAD-6441,Trade Show,ERP Integration,57,Q1 Transformation,Working
LEAD-6442,Email Campaign,Unified Communications,75,Q1 Security,Qualified
LEAD-6443,Whitepaper,Fraud Prevention,21,Q2 Transformation,Nurturing
LEAD-6444,Webinar,ERP Integration,38,FY Innovation,Nurturing
LEAD-6445,Paid Social,Supply Chain Management,18,Q4 Efficiency,Qualified
LEAD-6446,Whitepaper,ERP Integration,98,Q4 Growth,Nurturing
LEAD-6447,Email Campaign,AI Automation,25,Q3 Transformation,Qualified
LEAD-6448,Organic Search,Cybersecurity,75,FY Growth,Working
LEAD-6449,Paid Social,CRM Software,41,Q1 Growth,Qualified
LEAD-6450,Whitepaper,DevOps Tools,62,Q1 Efficiency,New
LEAD-6451,Email Campaign,Supply Chain Management,65,Q2 Transformation,Nurturing
LEAD-6452,Trade Show,Cloud Migration,10,Q3 Efficiency,Qualified
LEAD-6453,Whitepaper,ERP Integration,15,Q2 Efficiency,Working
LEAD-6454,Webinar,ERP Integration,87,Q4 Transformation,Qualified
LEAD-6455,Email Campaign,Customer Experience,93,Q3 Innovation,Qualified
LEAD-6456,Direct Mail,Supply Chain Management,19,Q2 Efficiency,Working
LEAD-6457,Organic Search,DevOps Tools,64,Q1 Growth,New
LEAD-6458,Webinar,Payment Processing,15,Q1 Transformation,Nurturing
LEAD-6459,Referral,DevOps Tools,22,Q1 Security,Working
LEAD-6460,Trade Show,AI Automation,75,Q4 Security,New
LEAD-6461,Organic Search,Cloud Migration,45,Q3 Transformation,New
LEAD-6462,Referral,Unified Communications,81,Q4 Security,New
LEAD-6463,Referral,Network Security,70,FY Transformation,Nurturing
LEAD-6464,Whitepaper,Network Security,97,Q3 Security,Qualified
LEAD-6465,Webinar,ERP Integration,90,Q1 Security,Qualified
LEAD-6466,Email Campaign,CRM Software,81,Q4 Transformation,Working
LEAD-6467,Referral,AI Automation,32,Q4 Security,New
LEAD-6468,Webinar,AI Automation,29,FY Transformation,Qualified
LEAD-6469,Trade Show,IoT Platforms,10,FY Innovation,New
LEAD-6470,Paid Social,AI Automation,29,FY Growth,Working
LEAD-6471,Direct Mail,Unified Communications,55,Q3 Innovation,Nurturing
LEAD-6472,Webinar,AI Automation,76,Q2 Transformation,New
LEAD-6473,Organic Search,Cloud Migration,61,Q4 Efficiency,Qualified
LEAD-6474,Email Campaign,Payment Processing,92,Q2 Innovation,Nurturing
LEAD-6475,Paid Social,Fraud Prevention,80,Q2 Security,Qualified
LEAD-6476,Direct Mail,Supply Chain Management,20,Q2 Innovation,Qualified
LEAD-6477,Direct Mail,Data Privacy,82,Q1 Security,Qualified
LEAD-6478,Referral,Network Security,75,FY Innovation,Qualified
LEAD-6479,Direct Mail,ERP Integration,18,Q4 Transformation,Nurturing
LEAD-6480,Direct Mail,Supply Chain Management,22,Q1 Transformation,Qualified
LEAD-6481,Paid Social,ERP Integration,65,Q1 Security,Nurturing
LEAD-6482,Email Campaign,IoT Platforms,61,Q2 Security,Nurturing
LEAD-6483,Organic Search,Supply Chain Management,21,Q4 Security,New
LEAD-6484,Direct Mail,Unified Communications,85,Q1 Efficiency,New
LEAD-6485,Webinar,Cybersecurity,54,Q4 Security,Nurturing
LEAD-6486,Referral,ERP Integration,37,Q2 Transformation,Qualified
LEAD-6487,Direct Mail,AI Automation,40,Q1 Growth,Working
LEAD-6488,Whitepaper,CRM Software,73,FY Transformation,Qualified
LEAD-6489,Whitepaper,Fraud Prevention,30,Q3 Innovation,New
LEAD-6490,Email Campaign,Data Privacy,80,Q4 Growth,Working
LEAD-6491,Webinar,IoT Platforms,23,Q1 Efficiency,Nurturing
LEAD-6492,Webinar,Cybersecurity,57,Q2 Efficiency,Nurturing
LEAD-6493,Email Campaign,Cloud Migration,94,Q1 Security,Nurturing
LEAD-6494,Paid Social,Fraud Prevention,14,Q4 Security,New
